distance,purse,track,age,odds,pp_start,j_starts,j_first,j_second,j_third,j_total_win_amt,j_win_perc,j_top_3,j_top_3_perc,t_starts,t_first,t_second,t_third,t_total_win_amt,t_win_perc,t_top_3,winloss
800.0,26000.0,1,4,4.4,6,5,0,1,0,8595,0.0,1,0.2,7,0,0,0,3630,0.0,0.0,0
800.0,26000.0,1,6,13.9,2,15,0,1,3,27995,0.0,4,0.27,3,0,1,1,7465,0.0,0.67,1
800.0,26000.0,1,5,11.1,1,42,10,3,5,683730,0.24,18,0.43,24,2,4,4,179100,0.08,0.42,0
800.0,26000.0,1,7,3.9,7,45,2,5,3,252680,0.04,10,0.22,5,0,2,1,23065,0.0,0.6,0
800.0,26000.0,1,4,3.1,5,51,4,7,7,312568,0.08,18,0.35,51,9,9,5,435875,0.18,0.45,1
800.0,26000.0,1,6,9.1,3,28,3,1,1,66200,0.11,5,0.18,13,1,2,1,29790,0.08,0.31,1
800.0,26000.0,1,7,7.4,4,63,9,6,5,314435,0.14,20,0.32,39,10,8,1,555914,0.26,0.49,0
800.0,26000.0,1,7,4.3,8,52,13,8,4,816020,0.25,25,0.48,51,9,9,5,435875,0.18,0.45,0
800.0,42000.0,0,3,2.5,2,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,1
800.0,42000.0,0,3,22.7,7,15,1,1,3,79825,0.07,5,0.33,14,1,2,3,85955,0.07,0.43,0
800.0,42000.0,0,3,4.7,5,7,0,0,1,11685,0.0,1,0.14,5,1,0,0,41130,0.2,0.2,0
800.0,42000.0,0,3,24.1,9,40,4,4,4,237110,0.1,12,0.3,7,0,0,0,3325,0.0,0.0,0
800.0,42000.0,0,3,7.4,4,42,10,3,5,683730,0.24,18,0.43,44,13,5,2,616845,0.3,0.45,0
800.0,42000.0,0,3,22.0,3,9,1,1,2,34975,0.11,4,0.44,8,1,0,1,25320,0.13,0.25,0
800.0,42000.0,0,3,6.7,1,52,13,8,4,816020,0.25,25,0.48,44,13,5,2,616845,0.3,0.45,1
800.0,42000.0,0,3,7.9,6,52,8,3,9,311237,0.15,20,0.38,6,0,0,3,13275,0.0,0.5,1
800.0,42000.0,0,3,3.1,8,40,2,7,9,346967,0.05,18,0.45,17,1,0,5,58935,0.06,0.35,0
600.0,30000.0,1,5,16.2,7,63,9,6,5,314435,0.14,20,0.32,51,9,9,5,435875,0.18,0.45,0
600.0,30000.0,1,6,2.7,4,37,6,4,2,150700,0.16,12,0.32,12,0,1,2,26080,0.0,0.25,0
600.0,30000.0,1,9,6.8,9,51,4,7,7,312568,0.08,18,0.35,39,5,5,5,286355,0.13,0.38,0
600.0,30000.0,1,7,7.4,2,40,2,7,9,346967,0.05,18,0.45,17,1,0,5,58935,0.06,0.35,0
600.0,30000.0,1,5,6.4,3,39,2,7,2,134480,0.05,11,0.28,5,0,1,0,11490,0.0,0.2,1
600.0,30000.0,1,5,5.2,6,32,0,4,3,69250,0.0,7,0.22,12,0,1,2,26080,0.0,0.25,0
600.0,30000.0,1,7,4.3,5,35,4,3,2,137660,0.11,9,0.26,39,10,8,1,555914,0.26,0.49,1
600.0,30000.0,1,4,14.3,1,9,1,1,2,34975,0.11,4,0.44,8,1,1,2,40252,0.13,0.5,1
600.0,30000.0,1,4,14.2,8,45,2,5,3,252680,0.04,10,0.22,17,2,2,3,122669,0.12,0.41,0
500.0,60000.0,1,2,23.3,1,32,0,4,3,69250,0.0,7,0.22,5,0,2,1,23065,0.0,0.6,1
500.0,60000.0,1,2,16.4,5,40,4,4,4,237110,0.1,12,0.3,7,0,2,0,25725,0.0,0.29,0
500.0,60000.0,1,2,6.3,4,40,4,3,6,217807,0.1,13,0.33,17,3,1,1,193260,0.18,0.29,0
500.0,60000.0,1,2,14.6,6,59,7,8,8,562909,0.12,23,0.39,6,1,0,0,38925,0.17,0.17,0
500.0,60000.0,1,2,18.4,9,51,4,7,7,312568,0.08,18,0.35,10,0,0,2,16002,0.0,0.2,0
500.0,60000.0,1,2,4.4,8,28,3,1,1,66200,0.11,5,0.18,11,1,2,1,56940,0.09,0.36,0
500.0,60000.0,1,2,38.8,2,16,0,0,1,30265,0.0,1,0.06,7,0,0,0,3325,0.0,0.0,0
500.0,60000.0,1,2,1.7,3,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,1
500.0,60000.0,1,2,2.8,7,52,13,8,4,816020,0.25,25,0.48,39,5,5,5,286355,0.13,0.38,1
850.0,65000.0,0,4,9.0,7,31,2,5,5,270490,0.06,12,0.39,14,1,2,3,85955,0.07,0.43,1
850.0,65000.0,0,4,2.6,8,40,2,7,9,346967,0.05,18,0.45,44,13,5,2,616845,0.3,0.45,0
850.0,65000.0,0,4,11.0,5,51,4,7,7,312568,0.08,18,0.35,2,0,0,1,4425,0.0,0.5,0
850.0,65000.0,0,5,13.2,6,59,7,8,8,562909,0.12,23,0.39,24,2,4,4,179100,0.08,0.42,0
850.0,65000.0,0,7,16.7,9,28,3,1,1,66200,0.11,5,0.18,5,2,0,1,28890,0.4,0.6,0
850.0,65000.0,0,6,35.6,11,45,2,5,3,252680,0.04,10,0.22,18,2,2,0,105130,0.11,0.22,0
850.0,65000.0,0,6,8.4,4,42,10,3,5,683730,0.24,18,0.43,3,0,0,1,4045,0.0,0.33,0
850.0,65000.0,0,4,2.7,10,52,13,8,4,816020,0.25,25,0.48,7,1,2,1,83195,0.14,0.57,1
850.0,65000.0,0,4,18.3,1,40,4,3,6,217807,0.1,13,0.33,42,6,5,5,524088,0.14,0.38,0
850.0,65000.0,0,4,31.0,12,35,4,3,2,137660,0.11,9,0.26,18,2,2,0,105130,0.11,0.22,0
850.0,65000.0,0,4,9.0,3,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,1
850.0,65000.0,0,5,49.9,2,39,2,7,2,134480,0.05,11,0.28,17,1,1,1,41315,0.06,0.18,0
800.0,62000.0,1,3,1.3,3,13,4,2,0,349280,0.31,6,0.46,39,10,8,1,555914,0.26,0.49,1
800.0,62000.0,1,4,22.3,1,40,4,4,4,237110,0.1,12,0.3,10,0,0,0,9682,0.0,0.0,0
800.0,62000.0,1,5,7.2,5,9,0,1,1,22430,0.0,2,0.22,44,13,5,2,616845,0.3,0.45,1
800.0,62000.0,1,4,3.9,7,20,3,1,2,83170,0.15,6,0.3,42,6,5,5,524088,0.14,0.38,0
800.0,62000.0,1,4,12.7,6,51,4,7,7,312568,0.08,18,0.35,51,9,9,5,435875,0.18,0.45,0
800.0,62000.0,1,5,11.2,8,52,13,8,4,816020,0.25,25,0.48,6,1,0,0,38925,0.17,0.17,0
800.0,62000.0,1,5,7.3,2,59,7,8,8,562909,0.12,23,0.39,14,1,2,3,85955,0.07,0.43,1
800.0,62000.0,1,4,7.4,4,32,0,4,3,69250,0.0,7,0.22,15,3,3,3,223670,0.2,0.6,0
500.0,60000.0,1,2,33.3,6,15,0,1,3,27995,0.0,4,0.27,51,9,9,5,435875,0.18,0.45,0
500.0,60000.0,1,2,5.9,2,52,13,8,4,816020,0.25,25,0.48,11,2,2,1,111165,0.18,0.45,1
500.0,60000.0,1,2,26.2,7,15,1,1,3,79825,0.07,5,0.33,42,6,5,5,524088,0.14,0.38,0
500.0,60000.0,1,2,10.6,3,22,4,1,2,123470,0.18,7,0.32,6,1,0,1,42540,0.17,0.33,0
500.0,60000.0,1,2,41.1,8,39,2,7,2,134480,0.05,11,0.28,10,0,1,0,15360,0.0,0.1,0
500.0,60000.0,1,2,12.3,9,37,6,4,2,150700,0.16,12,0.32,44,13,5,2,616845,0.3,0.45,0
500.0,60000.0,1,2,0.7,4,42,10,3,5,683730,0.24,18,0.43,39,10,8,1,555914,0.26,0.49,1
500.0,60000.0,1,2,48.3,1,4,0,0,0,4635,0.0,0,0.0,10,0,0,0,9682,0.0,0.0,0
500.0,60000.0,1,2,5.8,10,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,0
500.0,60000.0,1,2,27.4,5,19,1,4,4,168321,0.05,9,0.47,39,5,5,5,286355,0.13,0.38,1
800.0,100000.0,0,3,7.5,4,31,2,5,5,270490,0.06,12,0.39,51,9,9,5,435875,0.18,0.45,0
800.0,100000.0,0,3,2.7,6,52,13,8,4,816020,0.25,25,0.48,44,13,5,2,616845,0.3,0.45,0
800.0,100000.0,0,3,36.8,8,28,3,1,1,66200,0.11,5,0.18,8,1,0,1,25320,0.13,0.25,0
800.0,100000.0,0,3,7.1,5,39,2,7,2,134480,0.05,11,0.28,15,5,1,2,199665,0.33,0.53,0
800.0,100000.0,0,3,6.6,11,19,1,4,4,168321,0.05,9,0.47,39,5,5,5,286355,0.13,0.38,0
800.0,100000.0,0,3,49.0,10,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,0
800.0,100000.0,0,3,11.4,2,40,4,4,4,237110,0.1,12,0.3,9,3,0,0,108015,0.33,0.33,1
800.0,100000.0,0,3,30.0,14,45,2,5,3,252680,0.04,10,0.22,10,0,1,0,15360,0.0,0.1,0
800.0,100000.0,0,3,11.9,13,59,7,8,8,562909,0.12,23,0.39,24,5,1,1,449379,0.21,0.29,0
800.0,100000.0,0,3,4.8,7,52,8,3,9,311237,0.15,20,0.38,17,2,2,3,122669,0.12,0.41,1
800.0,100000.0,0,3,29.7,3,20,3,1,2,83170,0.15,6,0.3,42,6,5,5,524088,0.14,0.38,0
800.0,100000.0,0,3,11.0,12,40,2,7,9,346967,0.05,18,0.45,39,10,8,1,555914,0.26,0.49,1
800.0,100000.0,0,3,80.1,1,35,4,3,2,137660,0.11,9,0.26,10,0,0,2,14835,0.0,0.2,0
800.0,100000.0,0,3,80.6,9,40,4,3,6,217807,0.1,13,0.33,24,2,4,4,179100,0.08,0.42,0
800.0,35000.0,1,4,27.4,9,31,2,5,5,270490,0.06,12,0.39,10,0,0,0,9682,0.0,0.0,0
800.0,35000.0,1,3,16.9,7,35,4,3,2,137660,0.11,9,0.26,6,1,0,0,38925,0.17,0.17,0
800.0,35000.0,1,4,5.7,8,52,13,8,4,816020,0.25,25,0.48,17,1,1,1,41315,0.06,0.18,0
800.0,35000.0,1,4,30.4,10,45,2,5,3,252680,0.04,10,0.22,7,0,1,0,14125,0.0,0.14,0
800.0,35000.0,1,4,6.4,4,59,7,8,8,562909,0.12,23,0.39,16,1,2,3,50157,0.06,0.38,1
800.0,35000.0,1,4,2.2,5,63,9,6,5,314435,0.14,20,0.32,10,2,0,3,59820,0.2,0.5,1
800.0,35000.0,1,4,36.5,3,40,4,4,4,237110,0.1,12,0.3,16,1,1,2,40804,0.06,0.25,0
800.0,35000.0,1,4,3.5,1,39,2,7,2,134480,0.05,11,0.28,44,13,5,2,616845,0.3,0.45,1
800.0,35000.0,1,3,12.2,2,51,4,7,7,312568,0.08,18,0.35,51,9,9,5,435875,0.18,0.45,0
800.0,35000.0,1,5,5.7,6,32,0,4,3,69250,0.0,7,0.22,15,5,1,2,199665,0.33,0.53,0
850.0,60000.0,0,3,14.1,7,10,2,1,0,69325,0.2,3,0.3,11,2,2,1,111165,0.18,0.45,1
850.0,60000.0,0,4,44.9,6,45,2,5,3,252680,0.04,10,0.22,7,0,1,0,14125,0.0,0.14,0
850.0,60000.0,0,3,3.6,10,59,7,8,8,562909,0.12,23,0.39,18,2,2,0,105130,0.11,0.22,1
850.0,60000.0,0,3,27.7,2,42,10,3,5,683730,0.24,18,0.43,11,1,2,0,106815,0.09,0.27,0
850.0,60000.0,0,3,3.0,3,52,13,8,4,816020,0.25,25,0.48,12,2,2,0,114515,0.17,0.33,0
850.0,60000.0,0,4,7.9,12,9,0,1,1,22430,0.0,2,0.22,10,2,0,3,59820,0.2,0.5,0
850.0,60000.0,0,3,8.1,1,40,2,7,9,346967,0.05,18,0.45,17,1,0,5,58935,0.06,0.35,0
850.0,60000.0,0,3,24.4,5,40,4,4,4,237110,0.1,12,0.3,12,2,2,0,114515,0.17,0.33,0
850.0,60000.0,0,4,14.0,11,31,2,5,5,270490,0.06,12,0.39,4,0,0,1,3435,0.0,0.25,0
850.0,60000.0,0,3,18.2,4,63,9,6,5,314435,0.14,20,0.32,39,10,8,1,555914,0.26,0.49,0
850.0,60000.0,0,4,3.8,8,51,4,7,7,312568,0.08,18,0.35,15,3,3,3,223670,0.2,0.6,1
850.0,60000.0,0,3,92.3,9,12,1,1,2,25830,0.08,4,0.33,8,0,1,0,9165,0.0,0.13,0
550.0,30000.0,1,2,4.0,5,40,4,3,6,217807,0.1,13,0.33,9,1,2,1,77880,0.11,0.44,0
550.0,30000.0,1,2,12.5,6,52,8,3,9,311237,0.15,20,0.38,10,0,2,1,51546,0.0,0.3,0
550.0,30000.0,1,2,2.3,2,28,3,1,1,66200,0.11,5,0.18,9,3,0,0,108015,0.33,0.33,1
550.0,30000.0,1,2,1.8,4,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,0
550.0,30000.0,1,2,25.1,3,39,2,7,2,134480,0.05,11,0.28,4,0,1,1,9490,0.0,0.5,1
550.0,30000.0,1,2,3.5,1,45,2,5,3,252680,0.04,10,0.22,10,0,2,1,51546,0.0,0.3,1
650.0,20000.0,1,3,9.8,8,35,7,7,4,374120,0.2,18,0.51,8,0,1,0,9165,0.0,0.13,0
650.0,20000.0,1,3,13.3,2,10,2,1,0,69325,0.2,3,0.3,4,0,0,1,3435,0.0,0.25,0
650.0,20000.0,1,5,8.9,1,37,6,4,2,150700,0.16,12,0.32,39,10,8,1,555914,0.26,0.49,1
650.0,20000.0,1,3,80.2,6,16,0,0,1,30265,0.0,1,0.06,5,0,0,0,1725,0.0,0.0,0
650.0,20000.0,1,3,4.8,4,32,0,4,3,69250,0.0,7,0.22,10,0,0,0,9682,0.0,0.0,0
650.0,20000.0,1,4,1.4,5,40,4,3,6,217807,0.1,13,0.33,17,3,1,1,193260,0.18,0.29,0
650.0,20000.0,1,5,5.6,7,63,9,6,5,314435,0.14,20,0.32,16,1,2,3,50157,0.06,0.38,1
650.0,20000.0,1,3,4.7,3,59,7,8,8,562909,0.12,23,0.39,24,2,4,4,179100,0.08,0.42,1
500.0,65000.0,0,4,3.9,3,59,7,8,8,562909,0.12,23,0.39,44,13,5,2,616845,0.3,0.45,0
500.0,65000.0,0,5,21.2,10,31,2,5,5,270490,0.06,12,0.39,10,1,5,0,81380,0.1,0.6,0
500.0,65000.0,0,4,5.3,5,15,0,1,3,27995,0.0,4,0.27,51,9,9,5,435875,0.18,0.45,1
500.0,65000.0,0,5,18.4,9,63,9,6,5,314435,0.14,20,0.32,17,2,2,3,122669,0.12,0.41,0
500.0,65000.0,0,4,13.6,12,45,2,5,3,252680,0.04,10,0.22,10,1,0,2,24910,0.1,0.3,0
500.0,65000.0,0,3,9.8,7,9,0,1,1,22430,0.0,2,0.22,18,0,2,3,106055,0.0,0.28,0
500.0,65000.0,0,4,20.0,11,51,4,7,7,312568,0.08,18,0.35,17,1,1,1,41315,0.06,0.18,0
500.0,65000.0,0,4,7.5,6,19,1,4,4,168321,0.05,9,0.47,3,0,1,0,16065,0.0,0.33,0
500.0,65000.0,0,5,37.0,8,52,8,3,9,311237,0.15,20,0.38,1,0,0,0,345,0.0,0.0,0
500.0,65000.0,0,5,3.7,4,15,1,1,3,79825,0.07,5,0.33,42,6,5,5,524088,0.14,0.38,0
500.0,65000.0,0,3,23.5,1,42,10,3,5,683730,0.24,18,0.43,44,13,5,2,616845,0.3,0.45,1
500.0,65000.0,0,4,7.0,2,52,13,8,4,816020,0.25,25,0.48,51,9,9,5,435875,0.18,0.45,1
700.0,25000.0,1,3,57.7,9,63,9,6,5,314435,0.14,20,0.32,2,0,0,0,1045,0.0,0.0,0
700.0,25000.0,1,3,22.9,4,5,0,1,0,8595,0.0,1,0.2,3,0,0,0,9690,0.0,0.0,0
700.0,25000.0,1,4,40.7,1,22,4,1,2,123470,0.18,7,0.32,5,0,0,0,1725,0.0,0.0,0
700.0,25000.0,1,3,6.1,5,15,0,1,3,27995,0.0,4,0.27,39,5,5,5,286355,0.13,0.38,0
700.0,25000.0,1,4,5.1,8,35,4,3,2,137660,0.11,9,0.26,18,0,2,3,106055,0.0,0.28,0
700.0,25000.0,1,4,3.6,2,52,13,8,4,816020,0.25,25,0.48,17,1,1,1,41315,0.06,0.18,0
700.0,25000.0,1,4,1.0,3,59,7,8,8,562909,0.12,23,0.39,44,13,5,2,616845,0.3,0.45,1
700.0,25000.0,1,5,14.4,7,52,8,3,9,311237,0.15,20,0.38,6,0,0,3,13275,0.0,0.5,1
700.0,25000.0,1,3,38.6,6,35,7,7,4,374120,0.2,18,0.51,8,0,1,0,9165,0.0,0.13,1
550.0,26000.0,1,3,16.6,7,45,2,5,3,252680,0.04,10,0.22,10,0,2,1,51546,0.0,0.3,0
550.0,26000.0,1,3,9.7,9,9,0,1,1,22430,0.0,2,0.22,44,13,5,2,616845,0.3,0.45,0
550.0,26000.0,1,3,83.8,11,18,0,2,2,24485,0.0,4,0.22,7,0,1,0,14125,0.0,0.14,0
550.0,26000.0,1,3,4.5,10,63,9,6,5,314435,0.14,20,0.32,5,0,2,0,16835,0.0,0.4,0
550.0,26000.0,1,3,47.3,3,12,1,1,2,25830,0.08,4,0.33,2,0,0,0,2145,0.0,0.0,0
550.0,26000.0,1,3,7.9,12,37,6,4,2,150700,0.16,12,0.32,24,5,1,1,449379,0.21,0.29,0
550.0,26000.0,1,3,3.9,8,52,13,8,4,816020,0.25,25,0.48,51,9,9,5,435875,0.18,0.45,0
550.0,26000.0,1,3,6.8,6,9,1,1,2,34975,0.11,4,0.44,10,1,5,0,81380,0.1,0.6,1
550.0,26000.0,1,3,8.9,5,22,4,1,2,123470,0.18,7,0.32,11,1,1,3,52740,0.09,0.45,1
550.0,26000.0,1,3,8.1,1,32,0,4,3,69250,0.0,7,0.22,12,0,1,2,26080,0.0,0.25,0
550.0,26000.0,1,3,7.9,2,40,4,4,4,237110,0.1,12,0.3,51,9,9,5,435875,0.18,0.45,1
550.0,26000.0,1,3,17.0,4,16,0,0,1,30265,0.0,1,0.06,5,0,0,0,5650,0.0,0.0,0
900.0,62000.0,0,3,8.7,6,28,3,1,1,66200,0.11,5,0.18,18,2,2,0,105130,0.11,0.22,0
900.0,62000.0,0,3,2.8,9,52,8,3,9,311237,0.15,20,0.38,10,1,0,3,61645,0.1,0.4,1
900.0,62000.0,0,3,67.1,3,15,1,1,3,79825,0.07,5,0.33,8,0,1,0,9165,0.0,0.13,0
900.0,62000.0,0,3,3.6,11,40,2,7,9,346967,0.05,18,0.45,42,6,5,5,524088,0.14,0.38,0
900.0,62000.0,0,3,47.8,12,15,0,1,3,27995,0.0,4,0.27,18,2,2,0,105130,0.11,0.22,0
900.0,62000.0,0,3,2.2,2,52,13,8,4,816020,0.25,25,0.48,11,2,2,1,111165,0.18,0.45,0
900.0,62000.0,0,3,23.4,5,63,9,6,5,314435,0.14,20,0.32,39,10,8,1,555914,0.26,0.49,0
900.0,62000.0,0,3,28.5,8,39,2,7,2,134480,0.05,11,0.28,4,0,1,1,17030,0.0,0.5,0
900.0,62000.0,0,3,22.3,7,45,2,5,3,252680,0.04,10,0.22,42,6,5,5,524088,0.14,0.38,0
900.0,62000.0,0,3,31.0,10,9,0,1,1,22430,0.0,2,0.22,18,0,2,3,106055,0.0,0.28,1
900.0,62000.0,0,3,23.4,4,19,1,4,4,168321,0.05,9,0.47,4,1,0,1,44130,0.25,0.5,1
900.0,62000.0,0,3,12.6,1,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,0
650.0,67000.0,1,3,10.4,5,42,10,3,5,683730,0.24,18,0.43,7,1,2,1,83195,0.14,0.57,1
650.0,67000.0,1,3,4.1,1,51,4,7,7,312568,0.08,18,0.35,10,0,2,1,51546,0.0,0.3,0
650.0,67000.0,1,3,0.5,3,52,13,8,4,816020,0.25,25,0.48,11,2,2,1,111165,0.18,0.45,1
650.0,67000.0,1,3,7.7,4,40,2,7,9,346967,0.05,18,0.45,39,5,5,5,286355,0.13,0.38,0
650.0,67000.0,1,3,7.3,2,39,2,7,2,134480,0.05,11,0.28,17,3,1,1,193260,0.18,0.29,1
650.0,67000.0,1,3,28.7,6,1,0,0,0,345,0.0,0,0.0,4,0,0,0,1380,0.0,0.0,0
800.0,60000.0,0,4,9.8,7,28,3,1,1,66200,0.11,5,0.18,4,0,0,0,2235,0.0,0.0,0
800.0,60000.0,0,3,5.9,10,45,2,5,3,252680,0.04,10,0.22,10,2,0,3,59820,0.2,0.5,0
800.0,60000.0,0,3,26.7,8,40,4,3,6,217807,0.1,13,0.33,24,2,4,4,179100,0.08,0.42,0
800.0,60000.0,0,3,26.1,12,59,7,8,8,562909,0.12,23,0.39,3,0,0,0,7665,0.0,0.0,0
800.0,60000.0,0,3,6.6,4,52,13,8,4,816020,0.25,25,0.48,11,1,2,0,106815,0.09,0.27,1
800.0,60000.0,0,3,5.8,3,35,4,3,2,137660,0.11,9,0.26,14,1,2,3,85955,0.07,0.43,0
800.0,60000.0,0,3,36.2,5,40,2,7,9,346967,0.05,18,0.45,16,1,1,2,40804,0.06,0.25,0
800.0,60000.0,0,3,70.6,9,16,0,0,1,30265,0.0,1,0.06,1,0,0,1,7200,0.0,1.0,1
800.0,60000.0,0,3,10.6,1,31,2,5,5,270490,0.06,12,0.39,1,0,0,0,345,0.0,0.0,0
800.0,60000.0,0,3,101.6,2,15,0,1,3,27995,0.0,4,0.27,17,1,1,1,41315,0.06,0.18,0
800.0,60000.0,0,4,5.3,11,35,7,7,4,374120,0.2,18,0.51,51,9,9,5,435875,0.18,0.45,1
800.0,60000.0,0,3,2.2,6,42,10,3,5,683730,0.24,18,0.43,2,0,0,0,3945,0.0,0.0,0
800.0,34000.0,1,6,21.7,4,5,0,1,0,8595,0.0,1,0.2,1,0,0,0,345,0.0,0.0,0
800.0,34000.0,1,6,3.3,6,39,2,7,2,134480,0.05,11,0.28,17,2,2,3,122669,0.12,0.41,1
800.0,34000.0,1,9,6.0,3,7,0,1,0,7820,0.0,1,0.14,4,0,1,0,7330,0.0,0.25,0
800.0,34000.0,1,4,3.6,1,59,7,8,8,562909,0.12,23,0.39,24,5,1,1,449379,0.21,0.29,0
800.0,34000.0,1,6,2.5,2,52,13,8,4,816020,0.25,25,0.48,51,9,9,5,435875,0.18,0.45,1
800.0,34000.0,1,8,2.6,5,35,7,7,4,374120,0.2,18,0.51,39,10,8,1,555914,0.26,0.49,1
650.0,20000.0,1,5,51.9,12,16,0,0,1,30265,0.0,1,0.06,2,0,0,0,1545,0.0,0.0,0
650.0,20000.0,1,5,25.1,11,52,8,3,9,311237,0.15,20,0.38,3,0,0,0,9690,0.0,0.0,0
650.0,20000.0,1,4,13.8,4,18,0,2,2,24485,0.0,4,0.22,4,0,0,1,8570,0.0,0.25,0
650.0,20000.0,1,8,4.5,1,31,2,5,5,270490,0.06,12,0.39,10,0,0,0,9682,0.0,0.0,0
650.0,20000.0,1,5,7.3,6,59,7,8,8,562909,0.12,23,0.39,5,0,2,1,23065,0.0,0.6,0
650.0,20000.0,1,4,5.1,3,28,3,1,1,66200,0.11,5,0.18,13,1,2,1,29790,0.08,0.31,1
650.0,20000.0,1,6,15.0,5,20,3,1,2,83170,0.15,6,0.3,7,1,0,1,20275,0.14,0.29,0
650.0,20000.0,1,5,3.4,9,40,4,4,4,237110,0.1,12,0.3,16,1,1,2,40804,0.06,0.25,0
650.0,20000.0,1,4,61.1,7,40,4,3,6,217807,0.1,13,0.33,7,0,0,0,3920,0.0,0.0,0
650.0,20000.0,1,5,7.0,2,22,4,1,2,123470,0.18,7,0.32,6,1,1,2,25345,0.17,0.67,1
650.0,20000.0,1,6,7.4,10,63,9,6,5,314435,0.14,20,0.32,24,2,4,4,179100,0.08,0.42,0
650.0,20000.0,1,4,18.8,8,12,1,1,2,25830,0.08,4,0.33,2,0,1,0,4345,0.0,0.5,1
500.0,62000.0,0,3,35.1,5,40,4,4,4,237110,0.1,12,0.3,17,1,1,1,41315,0.06,0.18,0
500.0,62000.0,0,3,17.3,12,63,9,6,5,314435,0.14,20,0.32,10,0,0,2,14835,0.0,0.2,0
